hips_JNTa_x,hips_JNTa_y,hips_JNTa_z,hips_JNTw_x,hips_JNTw_y,hips_JNTw_z,
-105.0171,19.60144,21.40961,0,0,0,
27.27661,-6.201172,-0.604248,1.777649,4.0979,-0.6141663,
-4.284668,1.568604,-1.707458,1.920471,3.885498,-1.052132,
-6.713867,2.505493,-2.763367,2.165833,3.548126,-1.813717,
-3.668213,0.6347656,-1.577759,2.767029,2.615509,-0.9225082,
-2.807617,0.5462646,-1.286316,-3596.79,1.9487,-0.2650833,
-9.802246,0.9460449,7.939148,0,0,0,
-91.22925,56.31714,9.526062,13.63142,0.798645,-5.491333,
31.98853,-38.58948,5.819702,4.940554,-1.054993,-4.785576,
-21.75903,-13.83057,18.46619,3.209217,-3.114624,-8.699589,
-39.00146,-2.981567,17.78107,3.69071,-5.338135,-14.43905,
